name,state,postcode,size_kw,accreditation_date,latitude,longitude,aemo_registered,aemo_duid,aemo_registration_type,url
Nyngan Solar Plant,NSW,2825,102000.0,2015-03-21,-31.571734,147.076463,Yes,NYNGAN1,Semi-Scheduled,
OBrien Group Docklands,VIC,3008,472.1,2018-09-25,-37.812231,144.935836,No,,N/A,
Oakey 1 Solar Farm,QLD,4401,29694.0,2019-01-14,-27.40222,151.644775,Yes,OAKEY1SF,Semi-Scheduled,
Oakey 2 Solar Farm,QLD,4401,70098.8,2019-04-29,-27.402425,151.64477,Yes,OAKEY2SF,Semi-Scheduled,
Oasis Shopping Village,NT,0830,547.6,2020-06-15,-12.483619,130.9855,No,,N/A,
OEH Lidcombe Labs,NSW,2141,170.1,2018-10-03,-33.88391,151.042717,No,,N/A,
Olympic Plaza,NSW,2127,131.3,2014-05-09,-33.843098,151.067526,No,,N/A,
Onluckdonvale,VIC,3111,164.4,2020-10-23,-37.771254,145.195628,No,,N/A,
602 Forrest South,WA,6208,152.7,2020-01-20,-32.685687,115.778056,No,,N/A,
Opal Browns Plains,QLD,4118,199.7,2019-11-19,-27.655306,153.065378,No,,N/A,
Opal Burpengary,QLD,4505,132.0,2019-12-12,-27.169014,152.964241,No,,N/A,
Opal Calamvale,QLD,4116,151.1,2019-12-09,-27.617162,153.03607,No,,N/A,
Opal Carseldine,QLD,4034,148.8,2019-12-09,-27.337337,153.01104,No,,N/A,
Opal Ringwood,VIC,3134,174.2,2019-11-25,-37.792213,145.234611,No,,N/A,
Orana Mall Dubbo,NSW,2830,403.9,2021-02-01,-32.255206,148.631073,No,,N/A,
Orbost Regional Health,VIC,3888,150.0,2020-09-08,-37.70178,148.465278,No,,N/A,
Our Lady of Consolation Solar,NSW,2766,400.8,2019-02-06,-33.783268,150.846773,No,,N/A,
Ovida Happy Valley,SA,5159,149.8,2020-04-01,-35.08459,138.574856,No,,N/A,
Oxley Stadium and College,VIC,3116,400.0,2014-05-20,-37.763624,145.299875,No,,N/A,
Pace Farms Minchinbury,NSW,2770,320.4,2017-11-22,-33.7866,150.8264,No,,N/A,
Pace Farms West Wyalong,NSW,2671,928.0,2018-01-19,-35.341069,149.245173,No,,N/A,
Pace Farms Widgelli,NSW,2680,499.2,2018-05-07,-32.762794,151.591458,No,,N/A,
PACE Institute,QLD,4102,226.4,2017-12-06,-27.500034,153.03036,No,,N/A,
Packer Leather,QLD,4504,278.5,2018-06-28,-27.2014085,153.0037291,No,,N/A,
Panania Diggers RSL Club,NSW,2213,175.6,2018-09-05,-33.954181,150.988235,No,,N/A,
Parilla Premium Potatoes,SA,5303,186.3,2018-11-20,-35.296043,140.710359,No,,N/A,
Park Beach Plaza Coffs Harbour,NSW,2450,554.0,2021-02-01,-30.282479,153.131745,No,,N/A,
Parkes Shire Council STP Stage 2,NSW,2870,107.4,2017-09-21,-33.162267,148.193661,No,,N/A,
Parkes Shire Council STP Stage 2,NSW,2870,190.9,2018-09-01,-33.162267,148.193661,No,,N/A,
Parkes Shire Council WTP,NSW,2870,107.4,2017-09-21,-33.162267,148.193661,No,,N/A,
Parkes Solar Farm,NSW,2870,65923.2,2017-12-20,-33.11314,148.076596,Yes,PARSF1,Semi-Scheduled,
Living Choice Fullarton,QLD,4740,199.9,2018-08-20,-21.158472,149.169105,No,,N/A,
Todae Solar PELlandilo,NSW,2747,795.0,2017-07-06,-33.831932,151.201738,No,,N/A,
Peninsula Leisure Centre,NSW,2256,199.7,2020-11-13,-33.49665,151.327525,No,,N/A,
Parkside Plaza,NSW,2750,199.9,2017-02-07,-33.755082,150.698408,No,,N/A,
PepsiCo Regency Park,SA,5010,650.8,2018-11-09,-34.857217,138.566402,No,,N/A,
Aegis Aged Care Claremont,WA,6010,151.8,2017-02-22,-31.89858,115.975707,No,,N/A,
Peter Lehmann Wines,SA,5352,125.0,2015-02-18,-34.510199,138.969905,No,,N/A,
Peterborough Solar Farm,SA,5422,5633.0,2018-04-12,-32.9790058,138.8114861,No,,N/A,
PFD Food services,NSW,2190,752.4,2019-11-08,-33.893302,151.042279,No,,N/A,
AWTA Bibra LakeSolar Stage 1,WA,6163,150.0,2014-04-17,-32.100679,115.806455,No,,N/A,
Phillip Island Visitor Centre,VIC,3922,206.5,2019-11-13,-38.507774,145.14791,No,,N/A,
Piangil,VIC,3597,200.0,2014-06-18,-35.056225,143.309955,No,,N/A,
Pirie Solar Farm,SA,5540,6093.0,2019-04-18,-33.171299,138.009789,No,,N/A,
Todae Solar Pittsworth,QLD,4356,283.5,2017-12-18,-27.411475,152.972786,No,,N/A,
Pivotel Satellite Pty Ltd,NSW,2830,196.5,2017-12-05,-32.211755,148.64767,No,,N/A,
Bossong Welshpool,WA,6106,150.0,2015-10-13,-31.987903,115.92503,No,,N/A,
Port Adelaide Plaza,SA,5015,915.3,2019-12-18,-34.848798,138.505084,No,,N/A,
Port Bonython Solar Power Station,SA,5600,2120.4,2019-12-11,-32.985349,137.76736,No,,N/A,
Port Macquarie Base Hospital,NSW,2444,609.9,2019-05-10,-31.451902,152.878334,No,,N/A,
Port Stephens Fisheries Office,NSW,2316,168.8,2019-07-09,-32.742749,152.065478,No,,N/A,
Presbyterian Ladies College Burwood,VIC,3125,605.3,2020-04-21,-37.847818,145.105712,No,,N/A,
Proform Solutions Swan Hill,VIC,3585,532.0,2018-10-17,-35.32688,143.534045,No,,N/A,
Programmed Timbers,NSW,2760,121.9,2018-05-21,-33.7382833,150.7702455,No,,N/A,
Proten Farm 67,NSW,2680,249.7,2021-04-08,-34.346412,145.992014,No,,N/A,
Markou Nominees Farm A Solar,SA,5550,311.3,2019-02-22,-34.136789,138.19354,No,,N/A,
Markou Nominees Farm B Solar,SA,5550,264.0,2019-02-22,-34.136789,138.19354,No,,N/A,
Proten Solar NSWFarm 60,NSW,2680,358.8,2017-11-14,-34.315079,145.966802,No,,N/A,
Proten Solar NSWFarm 61,NSW,2680,356.7,2017-11-14,-34.305189,145.959522,No,,N/A,
Proten Solar NSWFarm 70,NSW,2669,300.8,2018-07-24,-33.941446,146.129495,No,,N/A,
Proten Solar NSWFarm 71,NSW,2669,250.8,2018-07-25,-33.941446,146.129495,No,,N/A,
Proten Solar NSWFarm 72,NSW,2652,300.8,2018-07-27,-34.008752,145.644093,No,,N/A,
Proten Solar NSWFarm 73,NSW,2652,250.8,2018-07-27,-33.999683,145.645785,No,,N/A,
Proten Solar NSWFarm 74,NSW,2652,249.9,2017-11-10,-34.000649,145.644208,No,,N/A,
Proten Solar NSWFarm 7579,NSW,2700,1211.0,2017-11-10,-34.777449,146.475698,No,,N/A,
Proten Solar NSWFarm 91,NSW,2340,299.5,2018-08-15,-30.945233,150.61161,No,,N/A,
Proten Solar NSWFarm 921,NSW,2340,149.7,2018-07-24,-30.972829,150.835938,No,,N/A,
Proten Solar NSWFarm 922,NSW,2340,122.8,2018-09-13,-30.972829,150.835938,No,,N/A,
Pullar Cold Storage,VIC,3644,439.0,2018-09-14,-35.933793,145.65726,No,,N/A,
Pureharvest Solar,VIC,3818,879.9,2019-03-04,-38.14177,145.858593,No,,N/A,
Pymble Ladies College,NSW,2073,202.3,2018-05-03,-33.7467115,151.1338972,No,,N/A,
Pyramid Salt Pyramid Hill,VIC,3575,299.6,2018-04-27,-36.076529,144.128386,No,,N/A,
QIC Grand Central,QLD,4350,920.2,2021-03-02,-27.560902,151.949642,No,,N/A,
QIC Watergardens,VIC,3038,2452.4,2021-01-15,-37.699064,144.775863,No,,N/A,
QLD Health ForensicScientific Services,QLD,4108,331.2,2020-02-26,-27.559013,153.043518,No,,N/A,
Qube MPE Warehouse,NSW,2170,3002.0,2020-08-06,-33.949268,150.924976,No,,N/A,
Queen Victoria Market,VIC,3000,199.2,2002-11-29,-37.806941,144.957311,No,,N/A,
RACV Cape Schanck,VIC,3939,265.4,2020-10-13,-38.461758,144.893611,No,,N/A,
RACV Healesville Country Club,VIC,3777,369.9,2020-07-07,-37.649955,145.503166,No,,N/A,
RACV Noble Park,VIC,3174,600.2,2020-07-07,-37.952474,145.180176,No,,N/A,
RACV Torquay Resort,VIC,3228,515.8,2020-07-07,-38.340177,144.311783,No,,N/A,
Radio Frequency Systems Kilsyth,VIC,3137,300.9,2019-05-30,-37.816218,145.310491,No,,N/A,
Ramingining Solar Power Station,NT,0822,503.7,2018-02-09,-12.330179,134.93,No,,N/A,
Collinsville Solar PV Power Station,QLD,4804,58682.7,2018-08-01,-20.544148,147.805942,Yes,CSPVPS1,Semi-Scheduled,
Red Mallee Poultry,SA,5259,229.3,2020-08-20,-35.136715,139.407879,No,,N/A,
Red Mud Green Energy 1,SA,5341,187.2,2016-10-18,-34.163989,140.716728,No,,N/A,
Redmud Green Energy 10,SA,5341,212.0,2017-08-23,-34.0911,140.684626,No,,N/A,
Redmud Green Energy 11,SA,5341,212.0,2017-08-04,-34.089356,140.681271,No,,N/A,
Redmud Green Energy 12,SA,5345,212.0,2017-08-22,-34.287014,140.449832,No,,N/A,
Redmud Green Energy 12A,SA,5341,252.0,2019-07-15,-33.824254,140.720747,No,,N/A,
Redmud Green Energy 13,SA,5340,212.0,2017-09-08,-34.052572,140.89676,No,,N/A,
Redmud Green Energy 14,SA,5340,212.0,2017-11-08,-34.044437,140.872629,No,,N/A,
Redmud Green Energy 15,SA,5341,212.0,2017-12-12,-34.149739,140.725486,No,,N/A,
Redmud Green Energy 16,SA,5333,212.0,2017-12-21,-34.497867,140.540321,No,,N/A,
Redmud Green Energy 17,SA,5333,212.0,2018-02-21,-34.415689,140.436516,No,,N/A,
Redmud Green Energy 18,SA,5340,530.0,2018-02-14,-34.006707,140.932268,No,,N/A,
Redmud Green Energy 2,SA,5341,187.2,2016-12-12,-34.207459,140.737232,No,,N/A,
Redmud Green Energy 20,SA,5340,212.0,2018-03-07,-34.268204,140.816642,No,,N/A,
Redmud Green Energy 22,SA,5341,216.0,2018-08-02,-34.177777,140.748036,No,,N/A,
Redmud Green Energy 24,SA,5343,1080.0,2018-12-17,-34.321891,140.571722,No,,N/A,
Redmud Green Energy 25,SA,5333,212.0,2018-03-28,-34.415689,140.436516,No,,N/A,
Redmud Green Energy 26,SA,5333,216.0,2018-04-04,-34.4613773,140.5324368,No,,N/A,
Redmud Green Energy 27,SA,5333,216.0,2018-07-25,-34.3566,140.377859,No,,N/A,
Redmud Green Energy 28,SA,5357,216.0,2018-05-10,-34.236179,139.6178254,No,,N/A,
Redmud Green Energy 29,SA,5010,162.0,2018-03-22,-34.855615,138.562291,No,,N/A,
Redmud Green Energy 3,SA,5322,187.2,2016-12-05,-34.138649,139.902305,No,,N/A,
Redmud Green Energy 31,SA,5321,216.0,2018-04-09,-34.0760267,139.7590004,No,,N/A,
Redmud Green Energy 32,SA,5341,216.0,2018-05-22,-34.1383658,140.7045724,No,,N/A,
Redmud Green Energy 33,SA,5341,211.0,2018-05-15,-34.1413717,140.7241577,No,,N/A,
Redmud Green Energy 34,SA,5340,216.0,2018-05-09,-34.1790306,140.779382,No,,N/A,
Redmud Green Energy 35,SA,5332,216.0,2018-05-09,-34.2776277,140.3457028,No,,N/A,
Redmud Green Energy 36,SA,5631,216.0,2018-09-25,-34.175828,135.729157,No,,N/A,
Redmud Green Energy 37,SA,5340,216.0,2018-07-17,-34.059649,140.826809,No,,N/A,
Redmud Green Energy 38,SA,5340,216.0,2018-09-25,-34.058448,140.830441,No,,N/A,
Redmud Green Energy 39,SA,5333,216.0,2018-12-03,-34.460168,140.596394,No,,N/A,
Redmud Green Energy 4,SA,5343,600.0,2017-01-18,-34.259073,140.608929,No,,N/A,
Redmud Green Energy 40,SA,5333,216.0,2018-12-03,-34.458266,140.607183,No,,N/A,
Redmud Green Energy 41,SA,5342,216.0,2018-12-17,-34.253918,140.566734,No,,N/A,
Redmud Green Energy 42,SA,5342,226.8,2019-07-29,-34.200367,140.579828,No,,N/A,
Redmud Green Energy 44,SA,5341,216.0,2019-03-04,-33.816355,140.666315,No,,N/A,
Redmud Green Energy 45,SA,5333,216.0,2019-01-14,-34.505846,140.518471,No,,N/A,
Redmud Green Energy 46,SA,5345,216.0,2018-12-10,-34.203369,140.574428,No,,N/A,
Redmud Green Energy 47,SA,5341,216.0,2019-02-12,-33.816355,140.666315,No,,N/A,
Redmud Green Energy 48,SA,5341,212.4,2018-12-21,-34.08849,140.710209,No,,N/A,
Redmud Green Energy 49,SA,5652,216.0,2019-05-20,-33.042636,135.457431,No,,N/A,
Redmud Green Energy 5,SA,5341,212.0,2017-01-25,-34.210606,140.693408,No,,N/A,
Redmud Green Energy 50,SA,5321,216.0,2019-04-18,-34.075716,139.782479,No,,N/A,
Redmud Green Energy 52,SA,5550,216.0,2019-05-31,-34.112092,138.184914,No,,N/A,
Redmud Green Energy 55,SA,5332,218.8,2019-08-12,-34.357097,140.288339,No,,N/A,
Redmud Green Energy 56,SA,5333,220.0,2019-05-20,-34.486644,140.518597,No,,N/A,
Redmud Green Energy 59,SA,5333,252.0,2019-08-12,-34.517016,140.510875,No,,N/A,
Redmud Green Energy 6,SA,5343,212.0,2017-03-09,-34.255258,140.575193,No,,N/A,
Redmud Green Energy 60,SA,5333,252.0,2019-08-12,-34.517016,140.510875,No,,N/A,
Redmud Green Energy 62,SA,5321,226.8,2019-09-03,-34.086052,139.787671,No,,N/A,
Redmud Green Energy 63,SA,5341,216.0,2019-05-20,-33.859157,140.703594,No,,N/A,
Redmud Green Energy 65,SA,5550,226.8,2019-08-08,-34.112767,138.19317,No,,N/A,
Redmud Green Energy 68,SA,5652,226.8,2019-11-04,-33.020552,135.448562,No,,N/A,
Redmud Green Energy 7 Stage 1,SA,5321,212.0,2017-06-01,-34.069404,139.765002,No,,N/A,
Redmud Green Energy 7 Stage 2,SA,5321,212.0,2017-12-01,-34.069404,139.765002,No,,N/A,
Redmud Green Energy 70,SA,5341,226.8,2019-09-20,-33.824254,140.720747,No,,N/A,
Redmud Green Energy 73,SA,5342,226.8,2019-10-14,-34.190205,140.567765,No,,N/A,
Redmud Green Energy 8,SA,5333,212.0,2017-05-11,-34.412145,140.42957,No,,N/A,
Redmud Green Energy 80,VIC,3525,340.2,2019-12-13,-36.248583,143.443111,No,,N/A,
Redmud Green Energy 82,SA,5238,226.8,2020-06-03,-34.841183,139.528526,No,,N/A,
Redmud Green Energy 85,SA,5333,226.8,2020-06-19,-34.504788,140.507577,No,,N/A,
Redmud Green Energy 88,SA,5333,226.8,2020-07-27,-34.504788,140.507577,No,,N/A,
Redmud Green Energy 9,SA,5333,212.0,2017-07-01,-34.406055,140.425432,No,,N/A,
Redmud Green Energy 90,SA,5355,226.8,2020-07-01,-34.455593,138.993134,No,,N/A,
Redmud Green Energy 92,SA,5341,211.3,2020-09-25,-33.80653,140.663551,No,,N/A,
Reef HQ Aquarium Townsville,QLD,4810,206.0,2012-11-14,-19.257433,146.823344,No,,N/A,http://www.reefhq.com.au/research-conservation/reef-research/past-research-programs/energy-management
Renmark Self Storage,SA,5341,180.0,2016-02-29,-34.17974,140.750699,No,,N/A,
Replas,VIC,3350,179.9,2019-07-25,-37.563948,143.864025,No,,N/A,
Repower 7 Shoalhaven Heads,NSW,2535,219.1,2019-07-19,-34.759085,150.689699,No,,N/A,
Todae Solar CJDForrestfield,SA,5010,199.3,2018-07-30,-34.860745,138.570295,No,,N/A,
CKB Wastewater Treatment Plant Solar,WA,6432,150.0,2015-01-16,-30.806399,121.489412,No,,N/A,
Richmond Grove PR2,SA,5352,783.2,2019-03-29,-34.510086,138.969367,No,,N/A,
Rigby House Coffs Harbour,NSW,2450,136.5,2011-09-12,-30.295364,153.117416,No,,N/A,
Ripley Town Centre,QLD,4306,480.6,2019-02-08,-27.682716,152.801253,No,,N/A,
River Pump Booligal Road,NSW,2675,211.0,2016-11-23,-33.279054,145.469068,No,,N/A,
Riverlands Freerange Blanchetown,SA,5357,1393.8,2018-12-14,-34.303663,139.591791,No,,N/A,
Robern Menz Glynde,SA,5070,210.7,2019-10-11,-34.897142,138.656511,No,,N/A,
Robina Town Centre,QLD,4226,5402.7,2021-01-06,-28.077414,153.385347,No,,N/A,
Robinvale Solar,VIC,3549,9469.6,2020-06-23,-34.602296,142.76955,No,,N/A,
Watershed Premium Wines Ltd,WA,6285,150.0,2016-01-14,-33.992476,115.090627,No,,N/A,
Rollspack,VIC,3195,172.8,2018-04-30,-38.0008871,145.1182257,No,,N/A,
Rooty Hill car Park,NSW,2766,290.8,2020-01-07,-33.77078,150.845393,No,,N/A,
Roseworthy,SA,5371,184.0,2014-08-01,-34.541595,138.75741,No,,N/A,
Ross River Solar Farm,QLD,4815,148368.0,2018-08-24,-19.412133,146.721695,Yes,RRSF1,Semi-Scheduled,""
Todae Solar CJDGuildford,WA,6055,149.9,2017-12-15,-27.389995,153.024614,No,,N/A,
Rouse Hill Town Centre,NSW,2155,350.0,2015-03-26,-33.693271,150.925197,No,,N/A,
Rowland Flat PR1 Solar,SA,5352,2337.6,2019-03-01,-34.570952,138.935705,No,,N/A,
Royal Australian Mint,ACT,2600,263.0,2016-03-21,-35.318837,149.092755,No,,N/A,
Royalla Solar Farm,ACT,2901,20000.0,2014-05-01,-35.490132,149.142235,Yes,ROYALLA1,Non-Scheduled,
RSM Casino,NSW,2470,212.0,2019-09-11,-28.862633,153.049545,No,,N/A,
Rugby Run Solar Farm,QLD,4744,84749.3,2019-01-18,-22.168508,147.874413,Yes,RUGBYR1,Semi-Scheduled,
Runaway Bay Centre,QLD,4216,1308.6,2021-01-27,-27.913842,153.400348,No,,N/A,
RyanMcnulty,VIC,3672,320.1,2019-04-24,-36.543112,146.009145,No,,N/A,
Ryde Aquatic Leisure Centre Solar,NSW,2112,300.3,2019-02-13,-33.821471,151.11875,No,,N/A,
Rynever Kings Park,NSW,2148,300.7,2020-02-13,-33.744498,150.902668,No,,N/A,
SA AquaticLeisure Centre,SA,5046,512.0,2019-08-02,-35.012713,138.541682,No,,N/A,
SA Power Networks Depot Angle Park Main Warehouse,SA,5013,349.9,2019-06-07,-34.842981,138.542414,No,,N/A,
SA Power Networks Depot Marlelston,SA,5033,210.8,2019-11-22,-34.946742,138.561397,No,,N/A,
SA Produce Market,SA,5095,2500.6,2019-05-16,-34.830927,138.608353,No,,N/A,
Sabrina 1,SA,5111,495.0,2016-08-16,-34.734206,138.628149,No,,N/A,
Safcol Solar,SA,5112,449.9,2019-03-28,-34.740181,138.65861,No,,N/A,
Safecorp Group Ltd,SA,5094,224.4,2019-11-20,-34.821055,138.575459,No,,N/A,
SAFECORP GROUP LTD Solar Braeside,VIC,3195,384.7,2019-03-22,-37.999779,145.124927,No,,N/A,
Sale Hospital,VIC,3850,757.4,2017-09-27,-38.10805,147.081057,No,,N/A,
San Carlo Home for the Aged,VIC,3752,232.1,2019-05-10,-37.639547,145.097848,No,,N/A,
Sandvik Heatherbrae,NSW,2324,134.2,2018-08-14,-32.785383,151.739563,No,,N/A,
Scentre Group Ltd Coomera Solar,QLD,4209,2327.7,2019-02-01,-27.853726,153.31606,No,,N/A,
Scentre Group Plenty Valley,VIC,3082,302.4,2018-03-23,-37.650527,145.069516,No,,N/A,
Todae SolarScentre Westfield Kotara Solar,NSW,2289,1566.7,2019-03-25,-32.942457,151.71113,No,,N/A,
Scholle IPN,SA,5113,702.2,2018-09-17,-34.703286,138.654877,No,,N/A,
Schwartz Family Solar Farm,NSW,2325,4940.0,2020-04-14,-32.771683,151.352852,No,,N/A,
Scienceworks,VIC,3015,378.4,2019-05-08,-37.831505,144.893192,No,,N/A,
Aegis Aged Care The Pines,WA,6069,149.7,2016-09-14,-31.984147,115.789673,No,,N/A,
Leeuwin Estate,WA,6286,149.0,2015-10-27,-34.012613,115.065951,No,,N/A,
SCS Shepparton,VIC,3630,300.0,2017-06-07,-36.370601,145.419409,No,,N/A,
Sealane Heidelberg West Solar,VIC,3081,376.4,2019-03-12,-37.728722,145.043196,No,,N/A,
Select Produce Korumburra,VIC,3950,255.5,2018-04-27,-38.4254505,145.8110817,No,,N/A,
Sell and Parker Blacktown Solar,NSW,2148,454.2,2019-03-08,-33.749959,150.910937,No,,N/A,
Sentinel Countrywide Retail Emerald,QLD,4720,220.0,2020-11-26,-23.518074,148.155922,No,,N/A,
Seven Hills Parcel Delivery Centre,NSW,2147,150.5,2018-06-23,-33.7742981,150.9386818,No,,N/A,
Shamic Sheetmetal,VIC,3136,305.2,2017-09-28,-37.817897,145.291308,No,,N/A,
Shapecut Pty Ltd,QLD,4300,300.0,2020-09-10,-27.614513,152.921663,No,,N/A,
Sheldon College,QLD,4157,315.4,2019-11-29,-27.568728,153.233737,No,,N/A,
Shell Cove Shopping Centre,NSW,2529,315.3,2019-03-08,-34.588088,150.865502,No,,N/A,
SIDDALL LANGHORNE CREEK,SA,5255,195.0,2019-03-21,-35.294042,139.034237,No,,N/A,
Sigma Healthcare,SA,5095,248.0,2019-07-05,-34.816725,138.616855,No,,N/A,
Sigma Pharmaceutical Kemps Creek,NSW,2178,261.4,2020-03-05,-33.840146,150.811522,No,,N/A,
Sims Gillman,SA,5013,416.3,2019-10-02,-34.836305,138.526746,No,,N/A,
Singleton Photovoltaic Power Station,NSW,2330,407.0,2001-04-01,-32.591,151.177,No,,N/A,
Singleton Square,NSW,2330,231.0,2018-07-27,-32.566975,151.164152,No,,N/A,
SIPS Staypylton Industrial Power Station,QLD,4207,150.0,2017-09-13,-27.72799,153.244933,No,,N/A,
Sirromet Wines Mt Cotton,QLD,4165,200.0,2014-05-02,-27.595021,153.229751,No,,N/A,
SLQ,QLD,4132,208.0,2020-02-05,-27.680521,153.079253,No,,N/A,
SNP Bowen Hills,QLD,4006,251.1,2019-03-20,-27.449189,153.036731,No,,N/A,
Soldiers Point,NSW,2317,165.0,2014-11-21,-32.709823,152.070761,No,,N/A,
Soma Holdings,NSW,2557,240.1,2018-06-15,-34.0217167,150.7659578,No,,N/A,
South Keswick Solar Farm,NSW,2830,17971.2,2018-05-05,-32.2725805,148.6484146,Yes,SKSF1,Non-Scheduled,
South Melbourne Market w SGU,VIC,3205,234.1,2020-10-30,-37.832107,144.95657,No,,N/A,
South Road Edwardstown,SA,5039,1245.0,2018-11-14,-34.981045,138.572461,No,,N/A,
Southern Colour Keysborough,VIC,3173,360.0,2019-03-08,-37.98623,145.148161,No,,N/A,
Southern Cross Ceramics,VIC,3170,250.8,2020-03-11,-37.911074,145.155753,No,,N/A,
Southern WWTP Ground Mount,QLD,4868,691.0,2021-01-22,-16.95536,145.75381,No,,N/A,
Special Equipment,QLD,4174,302.9,2018-01-22,-27.440159,153.133553,No,,N/A,
Specialised Breeders Australia Pty Ltd,VIC,3561,297.3,2018-11-28,-36.336793,144.681739,No,,N/A,
Spence Doors,VIC,3192,251.9,2018-08-16,-37.963104,145.032111,No,,N/A,
Aegis Aged Care Anchorage,WA,6030,142.6,2016-08-01,-31.677717,115.709225,No,,N/A,
Springvale Botanical Cemetery,VIC,3171,133.6,2014-10-14,-37.948537,145.173929,No,,N/A,
SRT Logistics Devonport,TAS,7310,584.2,2018-08-20,-41.205944,146.35271,No,,N/A,
SRT Logistics Launceston,TAS,7212,247.0,2018-07-18,-41.540108,147.191744,No,,N/A,
St Andrews Lutheran College Tallebudgera,QLD,4228,199.8,2018-05-31,-28.1217249,153.4328267,No,,N/A,
St Brendan Shaw Catholic College,TAS,7310,186.4,2018-11-07,-41.167295,146.34315,No,,N/A,
Aegis Aged Care Yokine,WA,6060,142.3,2016-12-16,-32.1094707,115.7781197,No,,N/A,
St Ignatius College,NSW,2066,160.0,2019-07-26,-33.827926,151.156071,No,,N/A,
St Johns Regional College Dandenong,VIC,3175,307.2,2020-09-10,-37.988998,145.227733,No,,N/A,
St Kilda Town Hall,VIC,3182,172.0,2018-10-01,-37.868753,144.988789,No,,N/A,
St Laurence Community Services Nursing Home,VIC,3212,160.7,2019-01-09,-38.025954,144.402696,No,,N/A,
St Lukes Kalkie,QLD,4670,293.5,2019-07-22,-24.853769,152.386615,No,,N/A,
Penrith RSL,SA,5022,199.9,2020-02-11,-34.915311,138.503416,No,,N/A,
St Patricks College Launceston,TAS,7250,264.6,2017-10-27,-41.473505,147.127494,No,,N/A,
St Pauls School,QLD,4036,627.6,2019-07-16,-27.315707,153.004291,No,,N/A,
St Pauls College,SA,5086,218.6,2019-12-04,-34.846433,138.653811,No,,N/A,
St Peters Lutheran College Indooroopilly,QLD,4068,504.5,2018-05-22,-27.5052302,152.9811312,No,,N/A,
St Ursulas College Yeppoon,QLD,4703,173.8,2017-05-12,-23.130274,150.744268,No,,N/A,
St Vincents Werribee,VIC,3030,477.2,2020-05-19,-37.8875,144.702332,No,,N/A,
Aegis Aged Care Ellenvale,WA,6280,141.8,2016-09-08,-33.664871,115.286085,No,,N/A,
St Hildas Southport Solar,QLD,4215,285.0,2019-01-18,-27.968682,153.408539,No,,N/A,
Staetite,VIC,3081,174.9,2018-08-14,-37.730325,145.043537,No,,N/A,
Stanbroke Beef Chinchilla,QLD,4413,367.2,2020-06-16,-26.811117,150.415366,No,,N/A,
Stanhope Solar Project,VIC,3623,8299.2,2019-11-25,-36.478847,144.947383,No,,N/A,
Stanhope Solar Project No 2,VIC,3623,8324.1,2020-12-02,-36.47601,144.975997,No,,N/A,
Stanhope Solar Project No 3,VIC,3623,8182.7,2020-12-22,-36.434983,145.017753,No,,N/A,
Stanhope Solar Project No 4,VIC,3623,8261.1,2021-01-22,-36.43582822,145.0149296,No,,N/A,
Star Combo Solar System,NSW,2164,337.5,2018-05-18,-33.83807,150.9458314,No,,N/A,
State Archives and Records,NSW,2747,265.5,2020-04-21,-33.774713,150.742397,No,,N/A,
SteelRod,QLD,4504,190.0,2019-11-28,-27.196556,152.985482,No,,N/A,
Stennett Rd Ingleburn,NSW,2565,216.1,2018-03-29,-34.006998,150.84786,No,,N/A,
The Pines Shopping Centre,VIC,3109,643.4,2019-05-01,-37.762057,145.168647,No,,N/A,
Baringa Shopping CentreBirtinya,QLD,4551,370.6,2020-03-11,-26.739604,153.116288,No,,N/A,
Burleigh Heads Solar,QLD,4220,1584.3,2019-02-18,-28.09758,153.440869,No,,N/A,
Cairns,QLD,4870,1687.0,2019-05-24,-16.944154,145.739841,No,,N/A,
Cleveland,QLD,4163,502.3,2019-05-17,-27.526006,153.26853,No,,N/A,
Development Wetherill Park,NSW,2164,924.8,2017-01-24,-33.859179,150.898479,No,,N/A,
Gladstone,QLD,4680,783.9,2019-11-04,-23.869602,151.242766,No,,N/A,
Green Hills,NSW,2323,1917.2,2018-07-13,-31.931642,115.861709,No,,N/A,
Hervey Bay,QLD,4655,971.9,2018-11-19,-25.290083,152.834785,No,,N/A,
Mall Birtinya,QLD,4575,549.8,2018-12-20,-26.739975,153.116752,No,,N/A,
Mall Bundaberg,QLD,4670,1028.0,2018-10-26,-24.886297,152.317899,No,,N/A,
Mall Caloundra,QLD,4551,250.3,2018-06-01,-26.8032216,153.1240903,No,,N/A,
Mall Traralgon,VIC,3844,500.1,2018-07-27,-38.194592,146.53979,No,,N/A,
Mall Wendouree Solar,VIC,3355,1293.2,2019-03-14,-37.534351,143.823942,No,,N/A,
Merrylands,NSW,2160,1108.8,2018-08-20,-33.834483,150.989186,No,,N/A,
Point Cook,VIC,3030,1512.6,2019-04-18,-37.883154,144.735418,No,,N/A,
Shellharbour,NSW,2529,1217.5,2015-09-03,-34.564746,150.839281,No,,N/A,
Yennora,NSW,2161,769.5,2020-04-01,-33.856959,150.969763,No,,N/A,
Investment Stage 2,QLD,4556,467.7,2018-12-21,-26.696731,153.053225,No,,N/A,
Summerhill Solar Farm,NSW,2287,5011.0,2019-11-21,-32.891359,151.649766,No,,N/A,
SummitHealth Mount Barker,SA,5251,150.0,2019-06-04,-35.081357,138.869203,No,,N/A,
